Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Seed Round - Honeydue,https://www.crunchbase.com/funding_round/honeydue-seed--79a565bd,Honeydue,https://www.crunchbase.com/organization/honeydue,Seed,120000,USD,120000,2017-08-21,"Apps, Financial Services, Mobile Apps","San Francisco, California, United States, North America",$1M to $10M,1,Seed
Seed Round - Oncobox,https://www.crunchbase.com/funding_round/oncobox-seed--c1b88d83,Oncobox,https://www.crunchbase.com/organization/oncobox,Seed,120000,USD,120000,2017-08-21,"Health Care, Medical, Medical Device","Walnut, California, United States, North America",,1,Seed
Seed Round - Prelim,https://www.crunchbase.com/funding_round/original-tech-seed--66d925cf,Prelim,https://www.crunchbase.com/organization/original-tech,Seed,120000,USD,120000,2017-08-21,"Banking, FinTech, Lending","San Francisco, California, United States, North America",,2,Seed
Series D - Databricks,https://www.crunchbase.com/funding_round/databricks-series-d--b1fc0b37,Databricks,https://www.crunchbase.com/organization/databricks,Series D,140000000,USD,140000000,2017-08-22,"Analytics, Enterprise Software, Information Technology, Open Source, Software","San Francisco, California, United States, North America",$100M to $500M,6,Late Stage Venture
Series B - Stride Health,https://www.crunchbase.com/funding_round/stride-health-series-b--4307c59d,Stride Health,https://www.crunchbase.com/organization/stride-health,Series B,23500000,USD,23500000,2017-08-22,"Employee Benefits, Financial Services, Health Care, Health Insurance, Wellness","San Francisco, California, United States, North America",Less than $1M,4,Early Stage Venture
Seed Round - Rael,https://www.crunchbase.com/funding_round/rael-seed--13e75162,Rael,https://www.crunchbase.com/organization/rael,Seed,,,,2017-08-22,"Beauty, Health Care, Wellness","Los Angeles, California, United States, North America",$1M to $10M,4,Early Stage Venture
Seed Round - Routable,https://www.crunchbase.com/funding_round/routable-seed--c9607822,Routable,https://www.crunchbase.com/organization/routable,Seed,,,,2017-08-23,"Finance, Information Technology, Payments, Small and Medium Businesses","San Francisco, California, United States, North America",,3,Seed
Series C - Channel Medsystems,https://www.crunchbase.com/funding_round/channel-medsystems-series-c--e4bf2e41,Channel Medsystems,https://www.crunchbase.com/organization/channel-medsystems,Series C,14100000,USD,14100000,2017-08-23,"Biotechnology, Health Care, Women's","San Francisco, California, United States, North America",$10M to $50M,6,Late Stage Venture
Venture Round - Clearinghouse CDFI,https://www.crunchbase.com/funding_round/clearinghouse-cdfi-series-unknown--1fcb2146,Clearinghouse CDFI,https://www.crunchbase.com/organization/clearinghouse-cdfi,Venture - Series Unknown,2500000,USD,2500000,2017-08-23,"Commercial Lending, Construction, Financial Services, Small and Medium Businesses","Lake Forest, California, United States, North America",$1M to $10M,5,
Series B - Forward Networks,https://www.crunchbase.com/funding_round/forward-networks-series-b--b096accf,Forward Networks,https://www.crunchbase.com/organization/forward-networks,Series B,16000000,USD,16000000,2017-08-23,"Computer, Information Technology, Software","Palo Alto, California, United States, North America",$1M to $10M,3,Late Stage Venture
Seed Round - Brella,https://www.crunchbase.com/funding_round/brella-seed--9c23c124,Brella,https://www.crunchbase.com/organization/brella,Seed,1200000,EUR,1417960,2017-08-23,"Event Management, Information Technology","San Francisco, California, United States, North America",Less than $1M,1,Seed
Series B - Lumity,https://www.crunchbase.com/funding_round/lumity-inc-series-b--63d9d07b,Lumity,https://www.crunchbase.com/organization/lumity-inc,Series B,19000000,USD,19000000,2017-08-23,"Analytics, Health Care, Health Insurance, Information Technology","San Mateo, California, United States, North America",$10M to $50M,2,Early Stage Venture
Seed Round - Court Buddy,https://www.crunchbase.com/funding_round/court-buddy-seed--8931ab1e,Court Buddy,https://www.crunchbase.com/organization/court-buddy,Seed,100000,USD,100000,2017-08-23,"Consulting, Consumer, Information Technology, Legal, Marketplace, Messaging, Mobile, Software","San Francisco, California, United States, North America",Less than $1M,7,Early Stage Venture
Seed Round - AssemblyAI,https://www.crunchbase.com/funding_round/assemblyai-seed--c9f92f63,AssemblyAI,https://www.crunchbase.com/organization/assemblyai,Seed,120000,USD,120000,2017-08-23,"Artificial Intelligence, Information Technology, Speech Recognition","San Francisco, California, United States, North America",,2,Seed
Equity Crowdfunding - SynAgile,https://www.crunchbase.com/funding_round/synagile-equity-crowdfunding--b3e82370,SynAgile,https://www.crunchbase.com/organization/synagile,Equity Crowdfunding,10400000,USD,10400000,2017-08-24,"Biotechnology, Health Care, Health Diagnostics","Piedmont, California, United States, North America",Less than $1M,2,
Equity Crowdfunding - Magnabid,https://www.crunchbase.com/funding_round/magnabid-equity-crowdfunding--5c219b71,Magnabid,https://www.crunchbase.com/organization/magnabid,Equity Crowdfunding,121393,USD,121393,2017-08-24,"Beauty, Health Care, Medical Device","Beverly Hills, California, United States, North America",,5,
Secondary Market - Palantir Technologies,https://www.crunchbase.com/funding_round/palantir-technologies-secondary-market--b5debffc,Palantir Technologies,https://www.crunchbase.com/organization/palantir-technologies,Secondary Market,,,,2017-08-24,"Analytics, Computer, Information Technology, Software","Palo Alto, California, United States, North America",$100M to $500M,25,
Venture Round - PracticingExcellence,https://www.crunchbase.com/funding_round/practicingexcellence-series-unknown--bdeac6a1,PracticingExcellence,https://www.crunchbase.com/organization/practicingexcellence,Venture - Series Unknown,1300000,USD,1300000,2017-08-24,"Health Care, Hospital","San Diego, California, United States, North America",Less than $1M,1,
Seed Round - Carta Healthcare,https://www.crunchbase.com/funding_round/carta-healthcare-seed--5d0300e6,Carta Healthcare,https://www.crunchbase.com/organization/carta-healthcare,Seed,,,,2017-08-24,"Delivery, Health Care, Hospital, Machine Learning","Palo Alto, California, United States, North America",,3,Seed
Series A - AutoFi,https://www.crunchbase.com/funding_round/autofi-series-a--543bd1dc,AutoFi,https://www.crunchbase.com/organization/autofi,Series A,10000000,USD,10000000,2017-08-24,"Automotive, Financial Services, Point of Sale","San Francisco, California, United States, North America",$1M to $10M,4,
Series D - Blend,https://www.crunchbase.com/funding_round/blend-labs-series-d--b2a0d49d,Blend,https://www.crunchbase.com/organization/blend-labs,Series D,100000000,USD,100000000,2017-08-24,"Consumer Lending, Enterprise Software, Financial Services, FinTech, Lending, SaaS, Software","San Francisco, California, United States, North America",$10M to $50M,8,
Initial Coin Offering - SURETLY,https://www.crunchbase.com/funding_round/suretly-initial-coin-offering--49f463ac,SURETLY,https://www.crunchbase.com/organization/suretly,Initial Coin Offering,2900000,USD,2900000,2017-08-24,"Financial Services, Micro Lending","San Jose, California, United States, North America",,4,
Grant - Latino Nonprofit Accelerator,https://www.crunchbase.com/funding_round/latino-nonprofit-accelerator-grant--bc66bc3e,Latino Nonprofit Accelerator,https://www.crunchbase.com/organization/latino-nonprofit-accelerator,Grant,1000000,USD,1000000,2017-08-24,"Association, Business Development, Financial Services, Non Profit","San Francisco, California, United States, North America",Less than $1M,1,
Venture Round - Carmot Therapeutics,https://www.crunchbase.com/funding_round/carmot-therapeutics-series-unknown--4c55b6ae,Carmot Therapeutics,https://www.crunchbase.com/organization/carmot-therapeutics,Venture - Series Unknown,10795943,USD,10795943,2017-08-25,"Biotechnology, Health Care, Therapeutics","San Francisco, California, United States, North America",Less than $1M,5,Early Stage Venture
Seed Round - FinDox,https://www.crunchbase.com/funding_round/findox-seed--9d4f4e46,FinDox,https://www.crunchbase.com/organization/findox,Seed,1000004,USD,1000004,2017-08-25,"Industrial, Information Technology","Manhattan Beach, California, United States, North America",,3,
Seed Round - PrimaryIO,https://www.crunchbase.com/funding_round/primaryio-seed--d0c1289d,PrimaryIO,https://www.crunchbase.com/organization/primaryio,Seed,5600000,USD,5600000,2017-08-25,"Analytics, Application Performance Management, Big Data, Information Technology, Software","Los Altos, California, United States, North America",Less than $1M,2,Seed
Seed Round - RevolutionCredit,https://www.crunchbase.com/funding_round/revolutioncredit-seed--2081ebc4,RevolutionCredit,https://www.crunchbase.com/organization/revolutioncredit,Seed,9655354,USD,9655354,2017-08-25,"Consumer, Credit, Finance","Irvine, California, United States, North America",Less than $1M,1,Seed
Post-IPO Equity - Masimo,https://www.crunchbase.com/funding_round/masimo-post-ipo-equity--f78653fc,Masimo,https://www.crunchbase.com/organization/masimo,Post-IPO Equity,,,,2017-08-26,"Biotechnology, Health Care, Manufacturing, Medical Device","Irvine, California, United States, North America",$100M to $500M,3,IPO
Seed Round - Synapse Technology Corporation,https://www.crunchbase.com/funding_round/synapse-technology-corporation-seed--a042ebe0,Synapse Technology Corporation,https://www.crunchbase.com/organization/synapse-technology-corporation,Seed,2500000,USD,2500000,2017-08-27,"Artificial Intelligence, Computer Vision, Information Technology, Machine Learning","Palo Alto, California, United States, North America",$1M to $10M,7,Seed
Series A - I V Y Labs,https://www.crunchbase.com/funding_round/i-v-y-labs-series-a--5a50f625,I V Y Labs,https://www.crunchbase.com/organization/i-v-y-labs,Series A,,,,2017-08-28,"Fitness, Health Care, Wellness","San Francisco, California, United States, North America",,2,Early Stage Venture
Series A - Freenome,https://www.crunchbase.com/funding_round/freenome-series-a--502920c9,Freenome,https://www.crunchbase.com/organization/freenome,Series A,7000000,USD,7000000,2017-08-28,"Biotechnology, Health Care, Health Diagnostics, Personal Health","South San Francisco, California, United States, North America",$10M to $50M,5,Early Stage Venture
Series D - SetPoint Medical,https://www.crunchbase.com/funding_round/setpoint-medical-series-d--291c7446,SetPoint Medical,https://www.crunchbase.com/organization/setpoint-medical,Series D,30000000,USD,30000000,2017-08-28,"Biotechnology, Health Care, Medical Device, Neuroscience","Valencia, California, United States, North America",$1M to $10M,7,Late Stage Venture
Venture Round - Truepill,https://www.crunchbase.com/funding_round/truepill-series-unknown--efb75162,Truepill,https://www.crunchbase.com/organization/truepill,Venture - Series Unknown,,,,2017-08-29,"Health Care, Pharmaceutical","San Mateo, California, United States, North America",$10M to $50M,4,Early Stage Venture
Series C - ARMO BioSciences,https://www.crunchbase.com/funding_round/armo-biosciences-series-c--35ccf573,ARMO BioSciences,https://www.crunchbase.com/organization/armo-biosciences,Series C,67000000,USD,67000000,2017-08-29,"Biotechnology, Health Care, Medical Device","Redwood City, California, United States, North America",$1M to $10M,4,M&A
Convertible Note - Health Hero,https://www.crunchbase.com/funding_round/health-hero-convertible-note--e8cb457d,Health Hero,https://www.crunchbase.com/organization/health-hero,Convertible Note,50000,USD,50000,2017-08-29,"Fitness, Health Care, Health Insurance, Hospital, Insurance, Personal Health, Wellness","San Francisco, California, United States, North America",Less than $1M,5,Seed
Seed Round - Maxterial,https://www.crunchbase.com/funding_round/maxterial-seed--5eaa92e8,Maxterial,https://www.crunchbase.com/organization/maxterial,Seed,,,,2017-08-29,Information Technology,"Richmond, California, United States, North America",Less than $1M,1,Seed
Series B - TravelBank,https://www.crunchbase.com/funding_round/travelbank-series-b--47d85978,TravelBank,https://www.crunchbase.com/organization/travelbank,Series B,25000000,USD,25000000,2017-08-30,"Accounting, Finance, Software, Travel","San Francisco, California, United States, North America",$1M to $10M,3,
Series D - Branchpoint Technologies,https://www.crunchbase.com/funding_round/branchpoint-technologies-series-d--445c20d9,Branchpoint Technologies,https://www.crunchbase.com/organization/branchpoint-technologies,Series D,506422,USD,506422,2017-08-30,"Health Care, Medical, Medical Device","San Clemente, California, United States, North America",,5,Late Stage Venture
Seed Round - Instrumems,https://www.crunchbase.com/funding_round/instrumems-seed--15401b41,Instrumems,https://www.crunchbase.com/organization/instrumems,Seed,,,,2017-08-30,"Information Technology, Manufacturing","Los Altos, California, United States, North America",,2,Seed
Series B - Expanse,https://www.crunchbase.com/funding_round/expanse-inc-series-b--47d758de,Expanse,https://www.crunchbase.com/organization/expanse-inc,Series B,40000000,USD,40000000,2017-08-30,"Cyber Security, Information Technology, Security, Software","San Francisco, California, United States, North America",$1M to $10M,4,Late Stage Venture
Seed Round - Lamden,https://www.crunchbase.com/funding_round/lamden-seed--55bb2207,Lamden,https://www.crunchbase.com/organization/lamden,Seed,150000,USD,150000,2017-08-31,"Apps, Blockchain, Information Technology","San Francisco, California, United States, North America",,2,
Seed Round - Wootcloud,https://www.crunchbase.com/funding_round/wootcloud-seed--bee67be7,Wootcloud,https://www.crunchbase.com/organization/wootcloud,Seed,2800000,USD,2800000,2017-08-31,"Cyber Security, Information Technology, Network Security, Security","San Jose, California, United States, North America",$1M to $10M,2,Seed
Seed Round - TrueCare24,https://www.crunchbase.com/funding_round/truecare24-seed--ee73cd2c,TrueCare24,https://www.crunchbase.com/organization/truecare24,Seed,1000000,USD,1000000,2017-08-31,"Developer APIs, Elder Care, Elderly, Health Care, Home Health Care, Information Technology, mHealth","San Francisco, California, United States, North America",Less than $1M,3,Seed
Seed Round - Kuika,https://www.crunchbase.com/funding_round/kuika-seed--3c6f3ede,Kuika,https://www.crunchbase.com/organization/kuika,Seed,,,,2017-08-31,"Apps, Developer Tools, Enterprise Software, Information Technology, Internet, iOS, SaaS, Software","San Francisco, California, United States, North America",,1,Seed
Seed Round - Prism Labs,https://www.crunchbase.com/funding_round/prism-io-seed--7234440b,Prism Labs,https://www.crunchbase.com/organization/prism-io,Seed,,,,2017-09-01,"Apps, Information Technology, Internet","San Francisco, California, United States, North America",Less than $1M,2,Seed
Seed Round - Luma Health,https://www.crunchbase.com/funding_round/luma-health-seed--8b40a691,Luma Health,https://www.crunchbase.com/organization/luma-health,Seed,3400000,USD,3400000,2017-09-01,"Apps, Electronic Health Record (EHR), Health Care, mHealth, Scheduling","San Francisco, California, United States, North America",Less than $1M,4,Early Stage Venture
Funding Round - GYANT,https://www.crunchbase.com/funding_round/gyant-undisclosed--ef0c7e43,GYANT,https://www.crunchbase.com/organization/gyant,Funding Round,,,,2017-09-01,"Artificial Intelligence, Health Care, Personal Health","San Francisco, California, United States, North America",$1M to $10M,4,
Seed Round - Outpatient,https://www.crunchbase.com/funding_round/outpatient-inc-seed--2774086f,Outpatient,https://www.crunchbase.com/organization/outpatient-inc,Seed,,,,2017-09-01,"Family, Health Care, Messaging, Mobile Apps, Productivity Tools","San Francisco, California, United States, North America",Less than $1M,3,Seed
Seed Round - Vitagene,https://www.crunchbase.com/funding_round/vitagene-seed--d5c1dc58,Vitagene,https://www.crunchbase.com/organization/vitagene,Seed,,,,2017-09-01,"Data Mining, Dietary Supplements, Health Care, Machine Learning, Personal Health, Personalization, Wellness","San Francisco, California, United States, North America",$10M to $50M,6,Seed
Venture Round - Epalex,https://www.crunchbase.com/funding_round/epalex-series-unknown--75f0e3ef,Epalex,https://www.crunchbase.com/organization/epalex,Venture - Series Unknown,1000000,USD,1000000,2017-09-01,"Biotechnology, Health Care, Life Science, Pharmaceutical","Palo Alto, California, United States, North America",,2,
Seed Round - NatureTrak,https://www.crunchbase.com/funding_round/naturetrak-seed--7c48da94,NatureTrak,https://www.crunchbase.com/organization/naturetrak,Seed,1800000,USD,1800000,2017-09-01,"Banking, Cannabis, Compliance, FinTech, Risk Management, Software","Sacramento, California, United States, North America",Less than $1M,2,Seed
Pre Seed Round - Asprodental,https://www.crunchbase.com/funding_round/asprodental-pre-seed--444c1d32,Asprodental,https://www.crunchbase.com/organization/asprodental,Pre-Seed,200000,USD,200000,2017-09-01,"Dental, Information Technology, SaaS, Software","Huntington Beach, California, United States, North America",,2,Seed
Seed Round - Claimly,https://www.crunchbase.com/funding_round/claimly-2-seed--6feda8d5,Claimly,https://www.crunchbase.com/organization/claimly-2,Seed,,,,2017-09-01,"FinTech, Health Insurance, InsurTech, Small and Medium Businesses","Palo Alto, California, United States, North America",,1,Seed
Convertible Note - Aiva Health,https://www.crunchbase.com/funding_round/aiva-health-convertible-note--9fb28313,Aiva Health,https://www.crunchbase.com/organization/aiva-health,Convertible Note,100000,USD,100000,2017-09-01,"Health Care, Mobile Apps, Virtual Assistant","Los Angeles, California, United States, North America",$1M to $10M,3,
Seed Round - Subtle Medical,https://www.crunchbase.com/funding_round/subtle-medical-seed--5cedce4b,Subtle Medical,https://www.crunchbase.com/organization/subtle-medical,Seed,,,,2017-09-01,"Artificial Intelligence, Computer Vision, Enterprise Software, Health Care, Health Diagnostics, Machine Learning, Medical, Medical Device, Pharmaceutical","Menlo Park, California, United States, North America",,2,Seed
Grant - W8X,https://www.crunchbase.com/funding_round/w8x-grant--ebb6cf8c,W8X,https://www.crunchbase.com/organization/w8x,Grant,20000,USD,20000,2017-09-01,"Fitness, Health Care, Wellness","Venice, California, United States, North America",,5,Seed
Seed Round - OpenSpace,https://www.crunchbase.com/funding_round/openspace-ai-seed--ff2bcb95,OpenSpace,https://www.crunchbase.com/organization/openspace-ai,Seed,3450000,USD,3450000,2017-09-01,"Artificial Intelligence, Construction, Information Technology, Machine Learning, Software","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Debt Financing - CuraSeal Inc.,https://www.crunchbase.com/funding_round/curaseal-inc-debt-financing--f2686cf9,CuraSeal Inc.,https://www.crunchbase.com/organization/curaseal-inc,Debt Financing,700000,USD,700000,2017-09-01,"Health Care, Hospital, Medical","Santa Clara, California, United States, North America",$10M to $50M,1,
Pre Seed Round - Youper,https://www.crunchbase.com/funding_round/youper-pre-seed--89dda2d4,Youper,https://www.crunchbase.com/organization/youper,Pre-Seed,,,,2017-09-01,"Artificial Intelligence, Health Care, mHealth","San Francisco, California, United States, North America",Less than $1M,3,Seed
Grant - Thalman Health,https://www.crunchbase.com/funding_round/thalman-health-grant--ff42f55d,Thalman Health,https://www.crunchbase.com/organization/thalman-health,Grant,,,,2017-09-01,"Health Care, Life Science, Personal Health, Sensor","San Francisco, California, United States, North America",,2,Seed
Series A - Gem,https://www.crunchbase.com/funding_round/gem-series-a--cb500575,Gem,https://www.crunchbase.com/organization/gem,Series A,7957493,USD,7957493,2017-09-01,"Cryptocurrency, FinTech, Internet, Security, Software","Venice, California, United States, North America",$1M to $10M,6,Early Stage Venture
Seed Round - EARTH AI,https://www.crunchbase.com/funding_round/earth-ai-seed--154af4ab,EARTH AI,https://www.crunchbase.com/organization/earth-ai,Seed,600000,AUD,478146,2017-09-01,"Artificial Intelligence, Information Technology, Software","San Mateo, California, United States, North America",$1M to $10M,4,Early Stage Venture
Angel Round - Tivic Health,https://www.crunchbase.com/funding_round/tivic-health-systems-inc-angel--9d9c1eba,Tivic Health,https://www.crunchbase.com/organization/tivic-health-systems-inc,Angel,2000000,USD,2000000,2017-09-01,"Health Care, Medical, Medical Device, Neuroscience, Personal Health, Therapeutics, Wearables, Wellness","Menlo Park, California, United States, North America",,4,Seed
Seed Round - Phoenix Technology Group,https://www.crunchbase.com/funding_round/phoenix-technology-group-seed--533ab53c,Phoenix Technology Group,https://www.crunchbase.com/organization/phoenix-technology-group,Seed,690479,USD,690479,2017-09-01,Health Care,"Pleasanton, California, United States, North America",,1,Seed
Venture Round - Mira,https://www.crunchbase.com/funding_round/miracare-series-unknown--aa8f9d91,Mira,https://www.crunchbase.com/organization/miracare,Venture - Series Unknown,2200000,USD,2200000,2017-09-01,"Fertility, Hardware, Health Care, Internet of Things, Medical Device, mHealth","Pleasanton, California, United States, North America",$1M to $10M,3,
Convertible Note - Camino Financial,https://www.crunchbase.com/funding_round/camino-financial-convertible-note--694c2bfc,Camino Financial,https://www.crunchbase.com/organization/camino-financial,Convertible Note,1500000,USD,1500000,2017-09-04,"Commercial Lending, Credit, Financial Services, FinTech, Small and Medium Businesses","Los Angeles, California, United States, North America",$1M to $10M,9,Early Stage Venture
Pre Seed Round - Chia Network,https://www.crunchbase.com/funding_round/chia-network-pre-seed--3ad11e2a,Chia Network,https://www.crunchbase.com/organization/chia-network,Pre-Seed,,,,2017-09-05,"Bitcoin, Cryptocurrency, Finance","San Francisco, California, United States, North America",,3,Seed
Series D - ForgeRock,https://www.crunchbase.com/funding_round/forgerock-series-d--6d6ee229,ForgeRock,https://www.crunchbase.com/organization/forgerock,Series D,88000000,USD,88000000,2017-09-05,"Cyber Security, Enterprise Software, Identity Management, Information Technology, Internet of Things, Privacy","San Francisco, California, United States, North America",$100M to $500M,4,Late Stage Venture
Angel Round - Crowdz,https://www.crunchbase.com/funding_round/crowdz-angel--90da70d3,Crowdz,https://www.crunchbase.com/organization/crowdz,Angel,238000,USD,238000,2017-09-05,"B2B, Blockchain, FinTech, Predictive Analytics, Supply Chain Management","Campbell, California, United States, North America",Less than $1M,8,Early Stage Venture
Debt Financing - Annapurna Pictures,https://www.crunchbase.com/funding_round/annapurna-pictures-debt-financing--f307a186,Annapurna Pictures,https://www.crunchbase.com/organization/annapurna-pictures,Debt Financing,350000000,USD,350000000,2017-09-05,"Film Production, Finance, News, Publishing","Los Angeles, California, United States, North America",$100M to $500M,1,
Series B - Notable Labs,https://www.crunchbase.com/funding_round/notable-labs-2-series-b--04182ef9,Notable Labs,https://www.crunchbase.com/organization/notable-labs-2,Series B,14840492,USD,14840492,2017-09-06,"Biotechnology, Health Care","Foster City, California, United States, North America",Less than $1M,5,
Funding Round - Leia Inc.,https://www.crunchbase.com/funding_round/leia-undisclosed--b5941577,Leia Inc.,https://www.crunchbase.com/organization/leia,Funding Round,60000000,USD,60000000,2017-09-06,"Consumer Electronics, Information Technology, Mobile Devices","Menlo Park, California, United States, North America",$1M to $10M,4,
Venture Round - Vericool,https://www.crunchbase.com/funding_round/vericool-series-unknown--4b2de6ef,Vericool,https://www.crunchbase.com/organization/vericool,Venture - Series Unknown,5000000,USD,5000000,2017-09-06,"Food and Beverage, Information Technology, Logistics, Manufacturing, Packaging Services, Transportation","Livermore, California, United States, North America",$1M to $10M,3,Early Stage Venture
Debt Financing - Lendeavor,https://www.crunchbase.com/funding_round/lendeavor-debt-financing--b5a00f13,Lendeavor,https://www.crunchbase.com/organization/lendeavor,Debt Financing,120000000,USD,120000000,2017-09-07,"Customer Service, Financial Services, Health Care, Information Technology","San Francisco, California, United States, North America",$1M to $10M,3,Seed
Convertible Note - Cloud Lending,https://www.crunchbase.com/funding_round/cloud-lending-convertible-note--7e3f0b5f,Cloud Lending,https://www.crunchbase.com/organization/cloud-lending,Convertible Note,,,,2017-09-07,"Cloud Computing, Financial Services, Lending, Software","San Mateo, California, United States, North America",$10M to $50M,7,M&A
Convertible Note - Resilio,https://www.crunchbase.com/funding_round/resiliohq-convertible-note--ea6efb4a,Resilio,https://www.crunchbase.com/organization/resiliohq,Convertible Note,,,,2017-09-07,"Computer, Education, Health Care, Software, Wellness","San Francisco, California, United States, North America",,7,Seed
Series B - Gritstone Oncology,https://www.crunchbase.com/funding_round/gritstone-oncology-series-b--cebc91fc,Gritstone Oncology,https://www.crunchbase.com/organization/gritstone-oncology,Series B,93000000,USD,93000000,2017-09-07,"Biotechnology, Finance, Health Care, Natural Resources, Therapeutics","Emeryville, California, United States, North America",Less than $1M,3,IPO
Convertible Note - Qounter,https://www.crunchbase.com/funding_round/-qounter-convertible-note--b44fbb94,Qounter,https://www.crunchbase.com/organization/-qounter,Convertible Note,300000,USD,300000,2017-09-07,"Information Services, Information Technology, Internet","San Francisco, California, United States, North America",$1M to $10M,2,
Seed Round - KETOS,https://www.crunchbase.com/funding_round/ketos-seed--406349a3,KETOS,https://www.crunchbase.com/organization/ketos,Seed,2600000,USD,2600000,2017-09-08,"Information Technology, Internet of Things, Social Entrepreneurship, Software, Water","Milpitas, California, United States, North America",$1M to $10M,2,Early Stage Venture
Grant - Wisran,https://www.crunchbase.com/funding_round/wisran-grant--cd26d661,Wisran,https://www.crunchbase.com/organization/wisran,Grant,75000,AUD,60451,2017-09-08,"Analytics, Artificial Intelligence, Electronics, Energy Management, Enterprise Software, Information Technology, Software, Water","San Francisco, California, United States, North America",Less than $1M,2,
"Seed Round - Grolltex, Inc.",https://www.crunchbase.com/funding_round/grolltex-seed--7f55ec0c,"Grolltex, Inc.",https://www.crunchbase.com/organization/grolltex,Seed,700000,USD,700000,2017-09-10,"Information Technology, Nanotechnology","San Diego, California, United States, North America",Less than $1M,4,Seed
Seed Round - Transient Plasma Systems (TPS),https://www.crunchbase.com/funding_round/transient-plasma-systems-tps-seed--d35287c4,Transient Plasma Systems (TPS),https://www.crunchbase.com/organization/transient-plasma-systems-tps,Seed,,,,2017-09-10,"Computer, Information Technology, Manufacturing, Renewable Energy","Torrance, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - StratosFuel,https://www.crunchbase.com/funding_round/stratosfuel-series-a--6e71e5ad,StratosFuel,https://www.crunchbase.com/organization/stratosfuel,Series A,684700,USD,684700,2017-09-10,"Information Technology, Transportation","San Bernardino, California, United States, North America",Less than $1M,2,Early Stage Venture
Seed Round - praktice.ai,https://www.crunchbase.com/funding_round/praktice-ai-seed--c8f05db9,praktice.ai,https://www.crunchbase.com/organization/praktice-ai,Seed,200000,USD,200000,2017-09-10,"Artificial Intelligence, Health Care, mHealth, Software, Speech Recognition, Video Conferencing, Virtual Assistant","San Francisco, California, United States, North America",$1M to $10M,3,
Seed Round - TerraManta,https://www.crunchbase.com/funding_round/terramanta-seed--cb678234,TerraManta,https://www.crunchbase.com/organization/terramanta,Seed,,,,2017-09-11,"Analytics, Financial Services, Machine Learning","Irvine, California, United States, North America",Less than $1M,2,Seed
Series A - Lenda,https://www.crunchbase.com/funding_round/lenda-series-a--c9bbf63c,Lenda,https://www.crunchbase.com/organization/lenda,Series A,5250000,USD,5250000,2017-09-11,"Finance, FinTech, Real Estate","San Francisco, California, United States, North America",$1M to $10M,8,M&A
Seed Round - Aiva Health,https://www.crunchbase.com/funding_round/aiva-health-seed--d569c392,Aiva Health,https://www.crunchbase.com/organization/aiva-health,Seed,,,,2017-09-12,"Health Care, Mobile Apps, Virtual Assistant","Los Angeles, California, United States, North America",$1M to $10M,3,
Seed Round - praktice.ai,https://www.crunchbase.com/funding_round/praktice-ai-seed--12029817,praktice.ai,https://www.crunchbase.com/organization/praktice-ai,Seed,120000,USD,120000,2017-09-12,"Artificial Intelligence, Health Care, mHealth, Software, Speech Recognition, Video Conferencing, Virtual Assistant","San Francisco, California, United States, North America",$1M to $10M,3,
Seed Round - Kudobuzz,https://www.crunchbase.com/funding_round/kudobuzz-seed--32427fb1,Kudobuzz,https://www.crunchbase.com/organization/kudobuzz,Seed,,,,2017-09-12,"Information Technology, Retail, Software","San Francisco, California, United States, North America",Less than $1M,3,
Pre Seed Round - MakerDAO,https://www.crunchbase.com/funding_round/makerdao-pre-seed--0a9d9103,MakerDAO,https://www.crunchbase.com/organization/makerdao,Pre-Seed,,,,2017-09-12,"Big Data, Bitcoin, Blockchain, Cryptocurrency, Financial Services, Security","Santa Cruz, California, United States, North America",Less than $1M,4,Private Equity
Seed Round - Spect,https://www.crunchbase.com/funding_round/spect-seed--d248e9d4,Spect,https://www.crunchbase.com/organization/spect,Seed,1560000,USD,1560000,2017-09-12,"Health Care, Health Diagnostics, Medical","San Francisco, California, United States, North America",,1,Seed
Series A - Paragon Genomics,https://www.crunchbase.com/funding_round/paragon-genomics-series-a--9c06ac0c,Paragon Genomics,https://www.crunchbase.com/organization/paragon-genomics,Series A,8000000,USD,8000000,2017-09-12,"Biotechnology, Emergency Medicine, Health Care, Information Technology","Hayward, California, United States, North America",Less than $1M,1,Early Stage Venture
Venture Round - PatientFi,https://www.crunchbase.com/funding_round/patientfi-series-unknown--bba2d1e3,PatientFi,https://www.crunchbase.com/organization/patientfi,Venture - Series Unknown,1000000,USD,1000000,2017-09-12,"Finance, Health Care","Irvine, California, United States, North America",Less than $1M,2,
Seed Round - GuRu,https://www.crunchbase.com/funding_round/auspion-inc-seed--77771e10,GuRu,https://www.crunchbase.com/organization/auspion-inc,Seed,,,,2017-09-12,"Electronics, Information Technology, Product Design, Telecommunications, Wireless","Pasadena, California, United States, North America",$1M to $10M,2,Early Stage Venture
